dataset,sample_id,source_image_id,split,box_index,class_id,class_name,x_center,y_center,width,height,format,crop_size,notes
Cityscapes--Pedestrian,strasbourg_000000_008603_crop_105,strasbourg_000000_008603,test,9,0,pedestrian,0.462891,0.482422,0.128906,0.316406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_008603_crop_105,strasbourg_000000_008603,test,10,0,pedestrian,0.257812,0.546875,0.179688,0.437500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_008603_crop_105,strasbourg_000000_008603,test,11,0,pedestrian,0.857422,0.451172,0.074219,0.183594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_008603_crop_105,strasbourg_000000_008603,test,12,0,pedestrian,0.888672,0.474609,0.121094,0.292969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_008603_crop_105,strasbourg_000000_008603,test,13,0,pedestrian,0.931641,0.539062,0.136719,0.351562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_008603_crop_105,strasbourg_000000_008603,test,14,0,pedestrian,0.322266,0.324219,0.011719,0.031250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_008603_crop_105,strasbourg_000000_008603,test,15,0,pedestrian,0.324219,0.396484,0.007812,0.019531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_008603_crop_105,strasbourg_000000_008603,test,16,0,pedestrian,0.410156,0.337891,0.132812,0.082031,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_013654_crop_1085,strasbourg_000000_013654,test,0,0,pedestrian,0.234375,0.775391,0.046875,0.113281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_013654_crop_1085,strasbourg_000000_013654,test,1,0,pedestrian,0.076172,0.765625,0.058594,0.140625,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_013654_crop_1085,strasbourg_000000_013654,test,2,0,pedestrian,0.982422,0.765625,0.035156,0.117188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_013654_crop_1085,strasbourg_000000_013654,test,3,0,pedestrian,0.296875,0.750000,0.070312,0.078125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_013654_crop_1085,strasbourg_000000_013654,test,4,0,pedestrian,0.351562,0.750000,0.015625,0.078125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_013654_crop_1085,strasbourg_000000_013654,test,5,0,pedestrian,0.986328,0.710938,0.027344,0.054688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_013654_crop_1085,strasbourg_000000_013654,test,6,0,pedestrian,0.974609,0.755859,0.003906,0.003906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_014101_crop_1499,strasbourg_000000_014101,test,0,0,pedestrian,0.880859,0.705078,0.066406,0.160156,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_014101_crop_1499,strasbourg_000000_014101,test,1,0,pedestrian,0.162109,0.695312,0.089844,0.218750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_014101_crop_1499,strasbourg_000000_014101,test,2,0,pedestrian,0.406250,0.720703,0.242188,0.558594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_014101_crop_1499,strasbourg_000000_014101,test,3,0,pedestrian,0.091797,0.695312,0.183594,0.554688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_014101_crop_1499,strasbourg_000000_014101,test,4,0,pedestrian,0.765625,0.714844,0.109375,0.265625,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_014101_crop_1499,strasbourg_000000_014101,test,5,0,pedestrian,0.273438,0.703125,0.117188,0.289062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_016311_crop_503,strasbourg_000000_016311,test,0,0,pedestrian,0.294922,0.367188,0.089844,0.218750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_016311_crop_503,strasbourg_000000_016311,test,1,0,pedestrian,0.423828,0.410156,0.050781,0.125000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_016311_crop_503,strasbourg_000000_016311,test,2,0,pedestrian,0.646484,0.353516,0.136719,0.332031,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_016311_crop_503,strasbourg_000000_016311,test,3,0,pedestrian,0.777344,0.349609,0.140625,0.347656,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_016311_crop_503,strasbourg_000000_016311,test,4,0,pedestrian,0.660156,0.357422,0.132812,0.324219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_016311_crop_503,strasbourg_000000_016311,test,5,0,pedestrian,0.583984,0.357422,0.160156,0.394531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_016311_crop_503,strasbourg_000000_016311,test,6,0,pedestrian,0.707031,0.380859,0.148438,0.355469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_016311_crop_503,strasbourg_000000_016311,test,7,0,pedestrian,0.019531,0.464844,0.039062,0.929688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_016311_crop_503,strasbourg_000000_016311,test,8,0,pedestrian,0.136719,0.486328,0.273438,0.933594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_016311_crop_503,strasbourg_000000_016311,test,9,0,pedestrian,0.119141,0.402344,0.238281,0.804688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_016311_crop_503,strasbourg_000000_016311,test,10,0,pedestrian,0.675781,0.326172,0.265625,0.316406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_018153_crop_2757,strasbourg_000000_018153,test,0,0,pedestrian,0.716797,0.789062,0.113281,0.273438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_018153_crop_2757,strasbourg_000000_018153,test,1,0,pedestrian,0.646484,0.798828,0.121094,0.292969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_018153_crop_2757,strasbourg_000000_018153,test,2,0,pedestrian,0.785156,0.787109,0.117188,0.285156,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_018153_crop_2757,strasbourg_000000_018153,test,3,0,pedestrian,0.699219,0.751953,0.171875,0.175781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019355_crop_1087,strasbourg_000000_019355,test,0,0,pedestrian,0.960938,0.701172,0.078125,0.191406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019355_crop_1087,strasbourg_000000_019355,test,1,0,pedestrian,0.988281,0.708984,0.023438,0.183594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019355_crop_1087,strasbourg_000000_019355,test,2,0,pedestrian,0.615234,0.720703,0.113281,0.269531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019355_crop_1087,strasbourg_000000_019355,test,3,0,pedestrian,0.712891,0.740234,0.128906,0.316406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019355_crop_1087,strasbourg_000000_019355,test,4,0,pedestrian,0.388672,0.708984,0.121094,0.292969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019355_crop_1087,strasbourg_000000_019355,test,5,0,pedestrian,0.267578,0.742188,0.183594,0.453125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019355_crop_1087,strasbourg_000000_019355,test,6,0,pedestrian,0.072266,0.757812,0.144531,0.437500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019355_crop_1502,strasbourg_000000_019355,test,0,0,pedestrian,0.873047,0.708984,0.121094,0.292969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019355_crop_1502,strasbourg_000000_019355,test,1,0,pedestrian,0.751953,0.742188,0.183594,0.453125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019355_crop_1502,strasbourg_000000_019355,test,2,0,pedestrian,0.537109,0.757812,0.183594,0.437500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019355_crop_1502,strasbourg_000000_019355,test,3,0,pedestrian,0.312500,0.759766,0.164062,0.394531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019355_crop_1502,strasbourg_000000_019355,test,4,0,pedestrian,0.269531,0.742188,0.179688,0.437500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019355_crop_1502,strasbourg_000000_019355,test,5,0,pedestrian,0.292969,0.720703,0.132812,0.371094,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019891_crop_2636,strasbourg_000000_019891,test,0,0,pedestrian,0.300781,0.302734,0.187500,0.449219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019891_crop_2636,strasbourg_000000_019891,test,1,0,pedestrian,0.484375,0.294922,0.195312,0.480469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019891_crop_2636,strasbourg_000000_019891,test,2,0,pedestrian,0.830078,0.289062,0.121094,0.289062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019891_crop_2636,strasbourg_000000_019891,test,3,0,pedestrian,0.587891,0.308594,0.191406,0.468750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_019891_crop_2636,strasbourg_000000_019891,test,4,0,pedestrian,0.550781,0.283203,0.242188,0.433594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_026741_crop_614,strasbourg_000000_026741,test,0,0,pedestrian,0.314453,0.222656,0.097656,0.242188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_026741_crop_614,strasbourg_000000_026741,test,1,0,pedestrian,0.259766,0.238281,0.089844,0.218750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_026741_crop_614,strasbourg_000000_026741,test,2,0,pedestrian,0.351562,0.238281,0.101562,0.250000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_026741_crop_614,strasbourg_000000_026741,test,3,0,pedestrian,0.589844,0.263672,0.164062,0.394531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_026741_crop_614,strasbourg_000000_026741,test,4,0,pedestrian,0.781250,0.242188,0.195312,0.476562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_026741_crop_614,strasbourg_000000_026741,test,5,0,pedestrian,0.687500,0.285156,0.226562,0.554688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_026741_crop_614,strasbourg_000000_026741,test,6,0,pedestrian,0.902344,0.275391,0.195312,0.550781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_026741_crop_614,strasbourg_000000_026741,test,7,0,pedestrian,0.412109,0.242188,0.097656,0.242188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_026741_crop_614,strasbourg_000000_026741,test,8,0,pedestrian,0.175781,0.224609,0.140625,0.167969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_026741_crop_614,strasbourg_000000_026741,test,9,0,pedestrian,0.781250,0.257812,0.437500,0.515625,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029020_crop_267,strasbourg_000000_029020,test,0,0,pedestrian,0.015625,0.496094,0.031250,0.117188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029020_crop_267,strasbourg_000000_029020,test,1,0,pedestrian,0.076172,0.496094,0.058594,0.148438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029020_crop_267,strasbourg_000000_029020,test,2,0,pedestrian,0.115234,0.474609,0.074219,0.175781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029020_crop_267,strasbourg_000000_029020,test,3,0,pedestrian,0.146484,0.490234,0.089844,0.222656,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029020_crop_267,strasbourg_000000_029020,test,4,0,pedestrian,0.246094,0.480469,0.101562,0.242188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029020_crop_267,strasbourg_000000_029020,test,5,0,pedestrian,0.341797,0.486328,0.121094,0.285156,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029020_crop_267,strasbourg_000000_029020,test,6,0,pedestrian,0.519531,0.490234,0.281250,0.683594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029020_crop_267,strasbourg_000000_029020,test,7,0,pedestrian,0.701172,0.531250,0.144531,0.351562,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029020_crop_267,strasbourg_000000_029020,test,8,0,pedestrian,0.806641,0.468750,0.191406,0.468750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029020_crop_267,strasbourg_000000_029020,test,9,0,pedestrian,0.298828,0.496094,0.058594,0.218750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029020_crop_267,strasbourg_000000_029020,test,10,0,pedestrian,0.410156,0.552734,0.023438,0.136719,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029020_crop_267,strasbourg_000000_029020,test,11,0,pedestrian,0.468750,0.576172,0.031250,0.113281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029020_crop_267,strasbourg_000000_029020,test,12,0,pedestrian,0.755859,0.445312,0.167969,0.390625,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029179_crop_460,strasbourg_000000_029179,test,0,0,pedestrian,0.361328,0.724609,0.082031,0.207031,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029179_crop_460,strasbourg_000000_029179,test,1,0,pedestrian,0.412109,0.726562,0.089844,0.218750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029179_crop_460,strasbourg_000000_029179,test,2,0,pedestrian,0.701172,0.722656,0.089844,0.218750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029179_crop_460,strasbourg_000000_029179,test,3,0,pedestrian,0.693359,0.716797,0.089844,0.222656,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029179_crop_460,strasbourg_000000_029179,test,4,0,pedestrian,0.748047,0.726562,0.074219,0.187500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029179_crop_460,strasbourg_000000_029179,test,5,0,pedestrian,0.787109,0.716797,0.082031,0.207031,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029179_crop_460,strasbourg_000000_029179,test,6,0,pedestrian,0.824219,0.707031,0.085938,0.210938,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029179_crop_460,strasbourg_000000_029179,test,7,0,pedestrian,0.855469,0.712891,0.085938,0.214844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029179_crop_460,strasbourg_000000_029179,test,8,0,pedestrian,0.724609,0.738281,0.097656,0.234375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029179_crop_460,strasbourg_000000_029179,test,9,0,pedestrian,0.380859,0.722656,0.082031,0.203125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029179_crop_460,strasbourg_000000_029179,test,10,0,pedestrian,0.492188,0.642578,0.117188,0.035156,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029339_crop_359,strasbourg_000000_029339,test,0,0,pedestrian,0.619141,0.353516,0.136719,0.332031,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029339_crop_359,strasbourg_000000_029339,test,1,0,pedestrian,0.935547,0.494141,0.128906,0.675781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029339_crop_359,strasbourg_000000_029339,test,2,0,pedestrian,0.140625,0.261719,0.078125,0.187500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029339_crop_359,strasbourg_000000_029339,test,3,0,pedestrian,0.228516,0.333984,0.097656,0.230469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029339_crop_359,strasbourg_000000_029339,test,4,0,pedestrian,0.404297,0.382812,0.160156,0.390625,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029339_crop_359,strasbourg_000000_029339,test,5,0,pedestrian,0.273438,0.355469,0.140625,0.335938,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029339_crop_359,strasbourg_000000_029339,test,6,0,pedestrian,0.087891,0.386719,0.136719,0.328125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029339_crop_359,strasbourg_000000_029339,test,7,0,pedestrian,0.560547,0.382812,0.160156,0.390625,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029339_crop_359,strasbourg_000000_029339,test,8,0,pedestrian,0.744141,0.509766,0.339844,0.824219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029339_crop_359,strasbourg_000000_029339,test,9,0,pedestrian,0.068359,0.500000,0.136719,1.000000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029339_crop_359,strasbourg_000000_029339,test,10,0,pedestrian,0.978516,0.519531,0.042969,0.867188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029339_crop_359,strasbourg_000000_029339,test,11,0,pedestrian,0.632812,0.480469,0.515625,0.750000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029729_crop_413,strasbourg_000000_029729,test,0,0,pedestrian,0.361328,0.337891,0.050781,0.121094,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029729_crop_413,strasbourg_000000_029729,test,1,0,pedestrian,0.314453,0.341797,0.042969,0.105469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029729_crop_413,strasbourg_000000_029729,test,2,0,pedestrian,0.439453,0.347656,0.050781,0.117188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029729_crop_413,strasbourg_000000_029729,test,3,0,pedestrian,0.021484,0.353516,0.042969,0.152344,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029729_crop_413,strasbourg_000000_029729,test,4,0,pedestrian,0.732422,0.341797,0.042969,0.097656,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029729_crop_413,strasbourg_000000_029729,test,5,0,pedestrian,0.681641,0.333984,0.074219,0.175781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029729_crop_413,strasbourg_000000_029729,test,6,0,pedestrian,0.068359,0.296875,0.136719,0.375000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029729_crop_413,strasbourg_000000_029729,test,7,0,pedestrian,0.107422,0.326172,0.199219,0.480469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029729_crop_413,strasbourg_000000_029729,test,8,0,pedestrian,0.992188,0.310547,0.015625,0.511719,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029729_crop_413,strasbourg_000000_029729,test,9,0,pedestrian,0.833984,0.285156,0.199219,0.484375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029729_crop_413,strasbourg_000000_029729,test,10,0,pedestrian,0.246094,0.318359,0.218750,0.535156,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029729_crop_413,strasbourg_000000_029729,test,11,0,pedestrian,0.171875,0.283203,0.273438,0.433594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029839_crop_1090,strasbourg_000000_029839,test,0,0,pedestrian,0.062500,0.812500,0.085938,0.210938,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029839_crop_1090,strasbourg_000000_029839,test,1,0,pedestrian,0.123047,0.820312,0.074219,0.171875,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029839_crop_1090,strasbourg_000000_029839,test,2,0,pedestrian,0.931641,0.798828,0.058594,0.136719,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029839_crop_1090,strasbourg_000000_029839,test,3,0,pedestrian,0.646484,0.603516,0.503906,0.792969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029839_crop_1090,strasbourg_000000_029839,test,4,0,pedestrian,0.529297,0.662109,0.464844,0.675781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029839_crop_1090,strasbourg_000000_029839,test,5,0,pedestrian,0.861328,0.796875,0.058594,0.109375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029839_crop_1090,strasbourg_000000_029839,test,6,0,pedestrian,0.601562,0.613281,0.312500,0.773438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029839_crop_1223,strasbourg_000000_029839,test,0,0,pedestrian,0.062500,0.582031,0.085938,0.210938,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029839_crop_1223,strasbourg_000000_029839,test,1,0,pedestrian,0.123047,0.589844,0.074219,0.171875,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029839_crop_1223,strasbourg_000000_029839,test,2,0,pedestrian,0.931641,0.568359,0.058594,0.136719,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029839_crop_1223,strasbourg_000000_029839,test,3,0,pedestrian,0.646484,0.500000,0.503906,1.000000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029839_crop_1223,strasbourg_000000_029839,test,4,0,pedestrian,0.529297,0.546875,0.464844,0.906250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029839_crop_1223,strasbourg_000000_029839,test,5,0,pedestrian,0.861328,0.566406,0.058594,0.109375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_029839_crop_1223,strasbourg_000000_029839,test,6,0,pedestrian,0.601562,0.500000,0.312500,1.000000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_032346_crop_686,strasbourg_000000_032346,test,0,0,pedestrian,0.162109,0.789062,0.050781,0.031250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_032346_crop_686,strasbourg_000000_032346,test,1,0,pedestrian,0.230469,0.785156,0.062500,0.046875,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,strasbourg_000000_032346_crop_686,strasbourg_000000_032346,test,2,0,pedestrian,0.314453,0.785156,0.066406,0.046875,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
